Helpful Votes,Review Body,Review Year,Review Headline,Star Rating
,"I bought this in the Charles De Gaulle airport in Paris of all places. This was the first and only I Heart book that I will be reading. I had so many problems with this book. Most importantly,  I had a hard time believing that the main character was a grown woman. She had the emotional intelligence and self esteem of the average twelve year old. I found Angela Clark to be really annoying and kind of sad. Perhaps suffering from an undiagnosed mental illness. Considering the physical fights, her insecurity, irresponsibility, and immaturity, this made for a frustrating read. The plot seemed really drawn out. Her relationship did not seem realistic at all.  How can you move in with a guy when you can't even talk to him about important matters in your relationship? I didn't find there to be a lot of Paris in this book either. I've been to Paris and I've read books that capture the city and this book does not. I'm so glad I didn't run into the \hipster\"" bars in the guide in the back of the book. What is with all the hipster worship? There was a lot of filler in the book too. For example",,05/12/2014 0:00,
1.0,This review need not be lengthy.  Three words sum up Felder's latest work:  The author delivers!,08/31/2015 0:00,A Book to be Read.  Now!,5.0
,"For those of you who blush during explicit \love\"" scenes",," not completely original) is a good one.""",
3.0,I have only gotten to page 150. And I can already see things going down hill quickly... I thought &#34;oh! I'm gonna go check the ratings of this book... See if anyone else was having the same problem.&#34; That's only one of the things that I found was an issue! I read... And I read... And I read! What a crappy ending! I went through pages and pages of the stars. I didn't see anything above a two! I'm not sure how this book managed that*spoilers*Tris dying?! What Happened! How is this an ending. I'm not someone who cries because of a book. It's like... Yah it's sad.. But I'm not wasting tears... And then BAM! Waterworks! This book doesn't have closure! It doesn't make since! Nothing WORKS! It's so messed up! I'm AFRAID to read the rest!!! I don't want to be disappointed as every one else has been! Woah! FOUR! Whiny! NOT HEARD OF! TRIS! Being a MISS KNOW IT ALL! That would never happen! But it did! And now I don't want to hear about it. I don't want to read it. I'm trying to save myself the despair...! I will eventually read this... When I'm twenty (8 years away) and I don't remember the book I once loved!! So disappointed. Just feel deflated.,03/06/2014 0:00,Afraid to keep reading!,1.0
7.0,"Printing quality of this book is too low, but content is good. If you are interested go for Kindle version and don't waste your money!",08/27/2015 0:00,but content is good. If you are interested go for Kindle version ...,2.0
0.0,I bought it for the chapters on the personal statement.,08/30/2015 0:00,Three Stars,3.0
0.0,The way the author works around this huge problem is amazing.  You have to read it to understand the outcome.,02/22/2014 0:00,This story reaches anyone who has been abused.  You wonder how she will solve the problem.,4.0
1.0,"I've seldom read anything to equal, in any genre, the rich narratives, detail, and sparkling dialogue that Kleypas routinely produces, and this is no exception!  Just amazing.  And the characters!  We breathe with these people.  We understand them.  We're there.Beautiful Annabelle, one of the Wallflowers, is of the gentry and lives with her widowed mother in desperately impoverished circumstances.  Gorgeous, piratical-looking Simon Hunt, a butcher's son, is a self-made millionaire industrialist and close friend of forward-thinking Lord Westcliff.  And Simon has had his eye on Annabelle...for YEARS.Annabelle, a product of her time and class, won't give Simon the time of day.  Our guy, Simon, though is nothing if not persistent!Then comes the house party...hehe.  (I love house parties!  So did they;)There were secondary characters and back stories in this overall panorama that were all roundly set forth for us in satisfying detail.  But THE story...that of Annabelle and Simon...is brilliant!  It's funny, it's poignant, it's profoundly moving.Beautiful, beautiful story that pulls on all your emotions.  I love this book.",04/20/2014 0:00,Lisa Kleypas writes MAGIC!,5.0
,"Joe Haldeman is the undisputed king of the science fiction genre.  Or so I've been told.  I don't ever read any science fiction, so I'm pretty illiterate in that regard.  But I felt a gaping hole in my reading these days and thought that I should give science fiction a try.  The Forever War came highly recommended (major award winner here, folks) as a good entry point for me.The storyline revolves around a conscripted U.S. soldier who in the not so distant future (or at least it was distant when the book was written....for today's readers, that \futuristic\"" time period was a few years ago",,due to the use of what we would call a worm hole,
3.0,"An interesting read, though it has the feel of having been padded a bit, especially at the end when the author veers off into a mildly interesting but irrelevant mini-bio of the the son of the main character. I would rather she had spent more time clearly defining some of the financial shenanigans; I still am not clear on some very major points. I reread them several times, and perhaps they are just beyond me, but the rest of the book dragged because the author tried to build the story on what I thought were some shaky foundations. Perhaps if you're a stock-broket or banker it would be clearer. Also, the main actor in this drama, James Hazen Hyde, seems like such a pampered, spoiled child. Although Beard doesn't convert most of the sums involved into today's dollars, the one or two times that she does provides a basic formula; by that account, poor Mr. Hyde was worth approximately $50 million BEFORE his inheritance. Even if that figure is wrong by half, the letters he wrote to his mother wanting her to foot some of his bills are pretty pathetic. To be fair, this book probably suffered because I had only recently finished DAvid McCullough's THE GREAT BRIDGE.",01/10/2004 0:00,Interesting but slight,3.0
