Name,URL,Price,Rating,Reviews,Description,ASIN,Details,Manufacturer
Impulse ImpExplore 45L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with Rain Cover & 1 Year Warranty,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODA4NTYwNTgxMDYyMjE0OjE2ODUyMDUxOTM6c3BfYXRmX25leHQ6MjAxNTk2ODE0NzE3OTg6OjA6Og&url=%2FImpulse-ImpExplore-Backpack-Business-Resistant%2Fdp%2FB0C1CTRPWF%2Fref%3Dsr_1_114_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685205193%26sprefix%3Dba%252Caps%25252%2BC283%26sr%3D8-114-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹749,Previous page,,"Care Instructions: Wipe with Dry Cloth    SPACIOUS AND LIGHTWEIGHT: 45L CAPACITY Light weight & spacious 3 Compartment with laptop sleeves fits upto 16 Inch laptop, Multi Pockets to keep your essentials. Organizer pockets as per needs. . It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.Made with strong yet light weight polyester fabric with heavy zippers    ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body. Stitched properly and Bartacks on every pressure point for extra durability    1 YEAR WARRANTY: The Impulse Travel backpack comes with 1 year of warranty    WATER RESISTANT MATERIAL: The Material ensures resistance to water entering from any direction.    MADE IN INDIA – Impulse Travel Backpack is fully manufactured in India and pass through stringent quality tests and checks",B0C1CTRPWF,"Product Dimensions: 17 x 30 x 53 cm; 600 Grams
Date First Available: 3 April 2023
ASIN: B0C1CTRPWF
Item model number: ImpExplore 45 Black
Country of Origin: India
Department: Unisex-adult
Item Weight: 600 g
Item Dimensions LxWxH: 17 x 30 x 53 Centimeters
Net Quantity: 1.00 count
",Not found
Beauty Girls-1518 Polyester Floral printed Designer Stylish Waterproof School/Collage/Picknic Bag-Backpack For Girls & Women (32 Lit),https://www.amazon.in/Girls-1518-Polyester-Designer-Waterproof-Bag-Backpack/dp/B08F9QYRZB/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1685205193&sprefix=ba%2Caps%252+C283&sr=8-115,₹798,4.4 out of 5 stars,"1,070 ratings","Comfortable adjustable padded shoulder straps that evenly distributes weight    MATERIAL & QUALITY:-Made from premium water resistant Polyester, Nylon, Plastic, Metal, Fabric provide strengthen and long-lasting performance    Adjustable Strap    Special Features: Radium strip on shoulder pad    30 L Storage Capacity",B08F9QYRZB,"Product Dimensions: 27.94 x 20.32 x 45.72 cm; 399 Grams
Date First Available: 4 August 2020
Manufacturer: Shri Salasar Enterprises
ASIN: B08F9QYRZB
Item part number: BE001-03
Country of Origin: India
Department: girls
Manufacturer: Shri Salasar Enterprises
Item Weight: 399 g
Item Dimensions LxWxH: 27.9 x 20.3 x 45.7 Centimeters
Net Quantity: 1.00 Unit
",Shri Salasar Enterprises
Martucci 15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack(Black),https://www.amazon.in/Martucci-Casual-Travelling-Laptop-Backpack/dp/B088B4P6ZW/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1685205193&sprefix=ba%2Caps%252+C283&sr=8-116,₹549.00,3.9 out of 5 stars,"7,502 ratings","Durability & Design: 30L Laptop Backpack 2 Large Compartments, 1 Easy access front Pocket with 2 Mesh Side Bottle Pocket. Fabric: Light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all boys, girls, men and women.<br> <br>    FEATURES: Laptop Compartment (can carry laptops of size 15.6 & 17 inches), Reflective Strip makes it very useful for Bike Riders at Night.<br> <br>    Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.<br> <br>    FABRIC : Polyester, Closure Type: Zipper, Gender: Unisex Size: 18 inch X 13 inch X 7.5 inch.<br> <br>    Compartment Description: Up To 17 Inches; Pattern Name: Self Design; Warranty Description: Warranty Type: Manufacturer; Age Range Description: Kid; Pocket Description: Utility Pocket; Special Features: Back Padding <br>",B088B4P6ZW,"Product Dimensions: 13 x 7 x 20 cm; 350 Grams
Date First Available: 7 May 2020
Manufacturer: Martucci
ASIN: B088B4P6ZW
Item part number: 30L-Advtr-Black
Country of Origin: India
Department: unisex-adult
Manufacturer: Martucci
Item Weight: 350 g
Item Dimensions LxWxH: 13 x 7 x 20 Centimeters
Net Quantity: 1.00 count
",Martucci
"The Deal Men's 15.6 Inch Polyester Casual Laptop Backpack, Travel Computer Bag Water Resistant College Work School Bag (Blue)",https://www.amazon.in/Deal-Polyester-Backpack-Computer-Resistant/dp/B08RC39B71/ref=sr_1_117?crid=2M096C61O4MLT&keywords=bags&qid=1685205193&sprefix=ba%2Caps%252+C283&sr=8-117,₹399.00,3.4 out of 5 stars,477 ratings,Made from durable water resistant polyester<br><br> < laptop bag for men backpack/laptop bag 15.6 inch/laptop bag 14 inch waterproof/laptop backpack for women stylish/college bag for women/college bag for men/college bag with laptop compartment for men/backpack for women travelling bag/travel backpack for men/students bagpack/waterproof backpack for school/school backpack with laptop compartment,Not found,,Not found
Lavie Women's Pavo Tote Bag | Ladies Purse Handbag,https://www.amazon.in/Lavie-Pavo-Womens-Tote-Navy/dp/B07YY1PJ3H/ref=sr_1_118?crid=2M096C61O4MLT&keywords=bags&qid=1685205193&sprefix=ba%2Caps%252+C283&sr=8-118,₹760.25,4.1 out of 5 stars,"4,750 ratings","Lavie Pavo tote is a must have for trend-driven women. It is durable, lightweight, and available in multiple trendy colors. Made from premium man-made leather, this hand bag has the latest saffiano texture at the front.    Dimension: 40 cm in length x 14 cm in width x 32 cm in height    Pavo hand bag has a top zip closure for safety and comfort. The bag has a spacious main compartment, one zipper pocket inside and at the back, 2 non-zipper pockets, providing plenty space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses, sanitizer etc. It has dual shoulder straps and an adjustable sling belt for multipurpose use.    This tote is perfect for women to carry for a weekend getaway or a date night. It can be paired with a cute crop top and jeans as well as a denim jumpsuit. This trendy tote is a great gift for all occasions.    The bag has a well stitched inner lining and high quality zippers for easy accessibility and storage.",B07YY1PJ3H,"Product Dimensions: 40 x 14 x 32 cm; 800 Grams
Date First Available: 10 October 2019
Manufacturer: Bagzone Lifestyle Pvt Ltd
ASIN: B07YY1PJ3H
Item model number: HECA218040M4
Country of Origin: China
Department: Women
Manufacturer: Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093
Packer: Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093
Importer: Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093
Item Weight: 800 g
Item Dimensions LxWxH: 40 x 14 x 32 Centimeters
Net Quantity: 1 count
Included Components: Tote Bag
Generic Name: Handbags
","Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093"
"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (GREY)",https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZKHSDR/ref=sr_1_119?crid=2M096C61O4MLT&keywords=bags&qid=1685205193&sprefix=ba%2Caps%252+C283&sr=8-119,₹512.00,3.9 out of 5 stars,578 ratings,"✔ PERFECT SIZE & STORAGE SPACE: One separate laptop compartment hold 15.6 Inch Laptop as well as 15 Inch,14 Inch and 13 Inch Laptop and Tablet. And spacious packing compartment roomy for daily necessities, iPad, charger, binders, books, clothes, stationary, college supplies, notebook, electronic accessories etc. Front pocket keep your wallet, phone, key, mobile etc. Mesh pockets at side for water bottle and compact umbrella make your items organized and easier to find.Ideal book bag backpack for high school boys perfectly.    ✔ COMFY & STURDY: Made from WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, relieve the stress of shoulder, simple but comfortable back design offer your great back support, making your working, journey and travelling more convenient wherever you go. you can use it such as office bag for men . office bag for women .    ✔ COMPACT AND EASY TO CARRY: Light-weight Carrying and perfect for business traveling or trip, weekend getaways, back to school, outdoor activities and college bag for men etc;    ✔ MULTIPURPOSE & SIZE: 20 x 12.2 x 5.7 Inch, perfect to throw under your seat on an airplane when you are traveling or on business trip. Suitable for back to school college, can be easily stored. Good choose for a business laptop backpack, work backpack, laptop bag for men and women, also will be a good gifts for women, gifts for men, gifts for boyfriend or girlfriend and gift bag for travelers.    ✔ MADE IN INDIA: Bennett Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks.The Bennett casual laptop backpack comes with 6 month warranty.",Not found,,Not found
Martucci Large 35 L Backpack Spacy Unisex/College/School/Travel Backpack with Rain Cover and Reflective Strip,https://www.amazon.in/Martucci-Backpack-College-Reflective-Airport/dp/B0B7DVC3TL/ref=sr_1_120?crid=2M096C61O4MLT&keywords=bags&qid=1685205193&sprefix=ba%2Caps%252+C283&sr=8-120,₹765.00,4.0 out of 5 stars,"1,142 ratings","SPACIOUS AND LIGHTWEIGHT: Light weight and spacious 35L Laptop backpack 2 Main Compartment and 2 Front Pocket with Two Side Water Bottle Pocket. <br>    COMFORT WITH QUALITY: This casual Bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Barracks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all boys, girls, men and women. <br>    PREMIUM FABRIC : Polyester, Closure Type: Zipper, Gender: Unisex Size: 46 cm X 33 cm X 20cm.; BACK SUPPORT: Air Mash foam padding to prevent sweating when you use the bag & to help you lift heavy objects easily. <br>    OTHER FEATURES: Laptop Compartment (can carry laptops of size 15.6 & 17 inches), Reflective Strip makes it very useful for Bike Riders at Night. <br>    Age Range Description: Adult; Pattern Name: Self Design; Pocket Description: Utility Pocket; Water Resistance Level: Waterproof <br>",B0B7DVC3TL,"Product Dimensions: 28 x 4 x 44 cm; 350 Grams
Date First Available: 23 July 2022
Manufacturer: Martucci
ASIN: B0B7DVC3TL
Item model number: Pro-35L-Airport Blue_Acq
Country of Origin: India
Department: Unisex-adult
Manufacturer: Martucci
Item Weight: 350 g
Item Dimensions LxWxH: 28 x 4 x 44 Centimeters
Net Quantity: 1.00 count
",Martucci
Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),https://www.amazon.in/Half-Moon-Waterproof-Backpack-Grey/dp/B09688CSCZ/ref=sr_1_121?crid=2M096C61O4MLT&keywords=bags&qid=1685205193&sprefix=ba%2Caps%252+C283&sr=8-121,₹599.00,3.9 out of 5 stars,"1,295 ratings","SPACIOUS AND LIGHTWEIGHT: Light weight & spacious laptop bag for men comes with 3 compartments. One is for carrying laptop inside (Upto 17""), with padding for safety, and space for laptop accessories like charger, etc. Second compartment of office bag for men is for books, files & all your day to day essentials. And third compartment of backpack for men is for your extra stuff. Laptop backpacks for men has provision for holding bottles on both sides & has padded shoulder straps for your comfort    COMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.    SMART & TRENDY LOOKS: This Large backpack for men is smart, trendy and stylish in looks. The multipurpose college bags for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm    ENDURING & LONG LASTING: This trekking backpack for men/laptop bag for men is made up of highly durable material, which makes it suitable for all weather conditions including rains & extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself. INTERNAL ORGANISER: This backpack has an Organiser that is small pockets inside the front compartment for holding pens, ID cards, etc. These pockets are very useful in organizing your small day-to-day items.    OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Internal Organiser, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Reflector Logo.",B09688CSCZ,"Product Dimensions: 45 x 31 x 22 cm; 540 Grams
Date First Available: 31 May 2021
Manufacturer: Half_Moon (AB Amazing Bags)
ASIN: B09688CSCZ
Item model number: bag for menं
Country of Origin: India
Department: unisex-adult
Manufacturer: Half_Moon (AB Amazing Bags)
Item Weight: 540 g
Item Dimensions LxWxH: 45 x 31 x 22 Centimeters
Generic Name: laptop bag for men
",Half_Moon (AB Amazing Bags)
Aashiya Trades Pink Unicorn bagpack Fashion School Backpack Girls Bookbag Set Student Laptop Backpack College going bag with lunch bag and pouch,https://www.amazon.in/Aashiya-Trades-Unicorn-bagpack-Backpack/dp/B0C4TXFXJW/ref=sr_1_122?crid=2M096C61O4MLT&keywords=bags&qid=1685205193&sprefix=ba%2Caps%252+C283&sr=8-122,₹820,Previous page,,"Material: Nylon Book bag Set Student Laptop Backpack with lunch bag and pouch    It is Light and durable with comfortable and adjustable shoulder straps. Suitable for adults, business man, tourist and children. A great choice as a gift.    ADJUSTABLE SHOULDER STRAP : An adjustable and removable shoulder strap, you can adjust it according to the height of your little princess.    Perfect for daily use ; work, school, weekend getaway, traveling, shopping, etc. It makes great gift for you loved ones!    The unicorn backpack is beyond cute, great quality, and extremely durable. The bookbags set use SBS zipper, slides easily and smoothly，the backpack have 2-way big head zipper,easy open and close.The straps are padded and adjustable, which can ease the pressure on your shoulder.",B0C4TXFXJW,"Product Dimensions: 31 x 14 x 21 cm
Date First Available: 10 May 2023
Manufacturer: Aashiya Trades
ASIN: B0C4TXFXJW
Item model number: Unicorn-bagpack
Country of Origin: India
Department: Womens
Manufacturer: Aashiya Trades
Item Dimensions LxWxH: 31 x 14 x 21 Centimeters
Net Quantity: 1.00 Piece
",Aashiya Trades
Impulse Parkar 40L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODA4NTYwNTgxMDYyMjE0OjE2ODUyMDUxOTM6c3BfbXRmOjIwMTU5NjcxODAyNDk4OjowOjo&url=%2FImpulse-Parkar-Backpack-Business-Resistant%2Fdp%2FB0C1H2PRCF%2Fref%3Dsr_1_123_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685205193%26sprefix%3Dba%252Caps%25252%2BC283%26sr%3D8-123-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹1,856.00",5.0 out of 5 stars,3 ratings,"Care Instructions: Wipe with Dry Cloth    SPACIOUS AND LIGHTWEIGHT: 30L CAPACITY Light weight & spacious 3 Compartment with laptop sleeves fits upto 16 Inch laptop, Multi Pockets to keep your essentials. Organizer pockets as per needs. . It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.Made with strong yet light weight polyester fabric with heavy zippers    ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body. Stitched properly and Bartacks on every pressure point for extra durability    1 YEAR WARRANTY: The Impulse Travel backpack comes with 1 year of warranty    WATER RESISTANT MATERIAL: The Material ensures resistance to water entering from any direction.    MADE IN INDIA – Impulse Travel Backpack is fully manufactured in India and pass through stringent quality tests and checks",B0C1H2PRCF,"Product Dimensions: 20 x 33 x 49 cm; 950 Grams
Date First Available: 4 April 2023
ASIN: B0C1H2PRCF
Item model number: Parkar Black
Country of Origin: India
Department: unisex-adult
Item Weight: 950 g
Item Dimensions LxWxH: 20 x 33 x 49 Centimeters
Net Quantity: 1.00 count
",Not found
